,word_from,lemma,pos
4151,представляет,представлять,"V,пе=непрош,ед,изъяв,3-л,несов"
4152,речистых,речистый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4153,содержанье,содержание,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4154,собою,себя,SPRO=твор
4155,прихода,приход,"S,муж,неод=род,ед"
4156,песню,песня,"S,жен,неод=вин,ед"
4157,Омира,омир,"S,муж,неод=род,ед"
4158,забавы,забава,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4159,вторично,вторично,ADV=
4160,представить,представлять,"V,пе=инф,сов"
4161,утешайся,утешаться,"V,нп=ед,пов,2-л,несов"
4162,пребудешь,пребыть,"V,сов,нп=непрош,ед,изъяв,2-л"
4163,близких,близкие,"S,мн,од=(пр|вин|род)"
4164,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4165,превосходила,превосходить,"V,пе=прош,ед,изъяв,жен,несов"
4166,милых,милый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4167,молодая,молодой,"A=им,ед,полн,жен"
4168,рощи,роща,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4169,превышает,превышать,"V=непрош,ед,изъяв,3-л,несов,пе"
4170,подружек,подружка,"S,жен,од=(вин,мн|род,мн)"
4171,превышала,превышать,"V=прош,ед,изъяв,жен,несов,пе"
4172,любима,любимый,"A=ед,кр,жен"
4173,мечтала,мечтать,"V,несов,нп=прош,ед,изъяв,жен"
4174,радость,радость,"S,жен,неод=(вин,ед|им,ед)"
4175,любезных,любезный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4176,кудри,кудри,"S,мн,неод=(вин|им)"
4177,завивала,завивать,"V,пе=прош,ед,изъяв,жен,несов"
4178,цветами,цветок,"S,муж,неод=твор,мн"
4179,оных,оный,"APRO=(пр,мн|род,мн|вин,мн,од)"
4180,пышно,пышно,ADV=
4181,третьей,третий,"ANUM=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен)"
4182,алый,алый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4183,корзинку,корзинка,"S,жен,неод=вин,ед"
4184,ей,она,"SPRO,ед,3-л,жен=(дат|твор)"
4185,вкусу,вкус,"S,муж,неод=дат,ед"
4186,шею,шея,"S,жен,неод=вин,ед"
4187,кораллом,коралл,"S,муж,неод=твор,ед"
4188,нею,она,"SPRO,ед,3-л,жен=твор"
4189,пляске,пляска,"S,жен,неод=(пр,ед|дат,ед)"
4190,статью,статья,"S,жен,неод=вин,ед"
4191,величавой,величавый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4192,Менала,менал,"S,фам,муж,од=(вин,ед|род,ед)"
4193,прерывает,прерывать,"V,пе=непрош,ед,изъяв,3-л,несов"
4194,охоту,охота,"S,жен,неод=вин,ед"
4195,своими,свой,"APRO=твор,мн"
4196,начинает,начинать,"V,пе=непрош,ед,изъяв,3-л,несов"
4197,быстротою,быстрота,"S,ед,жен,неод=твор"
4198,Терпсихору,терпсихор,"S,муж,неод=дат,ед"
4199,лиры,лира,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4200,пляску,пляска,"S,жен,неод=вин,ед"
4201,ею,она,"SPRO,ед,3-л,жен=твор"
4202,прелестным,прелестный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4203,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4204,верит,верить,"V,несов,нп=непрош,ед,изъяв,3-л"
4205,примечает,примечать,"V,пе=непрош,ед,изъяв,3-л,несов"
4206,приятный,приятный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4207,движенье,движение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4208,проворством,проворство,"S,сред,неод=твор,ед"
4209,приветна,приветный,"A=ед,кр,жен"
4210,мрачным,мрачный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4211,взором,взор,"S,муж,неод=твор,ед"
4212,знаки,знак,"S,муж,неод=(вин,мн|им,мн)"
4213,соседних,соседний,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4214,первый,первый,"ANUM=(вин,ед,муж,неод|им,ед,муж)"
4215,окрестных,окрестный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4216,узревши,узреть,"V,сов,пе=прош,деепр"
4217,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4218,усердных,усердный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4219,вырываясь,вырываться,"V,нп=непрош,деепр,несов"
4220,горделивой,горделивый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4221,горлиц,горлица,"S,жен,од=(вин,мн|род,мн)"
4222,клетке,клетка,"S,жен,неод=(пр,ед|дат,ед)"
4223,сплетенной,сплетать,"V=(прош,пр,ед,прич,полн,жен,сов,страд|прош,дат,ед,прич,полн,жен,сов,страд|прош,род,ед,прич,полн,жен,сов,страд|прош,твор,ед,прич,полн,жен,сов,страд)"
4224,пастушки,пастушка,"S,жен,од=(род,ед|им,мн)"
4225,непреклонной,непреклонный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4226,желала,желать,"V,несов,пе=прош,ед,изъяв,жен"
4227,младую,младой,"A=вин,ед,полн,жен"
4228,горлиц,горлица,"S,жен,од=(вин,мн|род,мн)"
4229,девы,дева,"S,жен,од=(род,ед|им,мн)"
4230,младого,младой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
4231,Аминта,аминта,"S,имя,жен,од=им,ед"
4232,подругу,подруга,"S,жен,од=вин,ед"
4233,холодность,холодность,"S,жен,неод=(вин,ед|им,ед)"
4234,милее,милый,A=срав
4235,окруных,окруных,"S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4236,казался,казаться,"V,несов,нп=прош,ед,изъяв,муж"
4237,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4238,желала,желать,"V,несов,пе=прош,ед,изъяв,жен"
4239,горлиц,горлица,"S,жен,од=(вин,мн|род,мн)"
4240,скитался,скитаться,"V,несов,нп=прош,ед,изъяв,муж"
4241,дубравы,дубрава,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4242,я,я,"SPRO,ед,1-л=им"
4243,горлиц,горлица,"S,жен,од=(вин,мн|род,мн)"
4244,их,они,"SPRO,мн=(вин|род)"
4245,страху,страх,"S,муж,неод=(дат,ед|парт,ед)"
4246,подходят,подходить,"V,нп=непрош,мн,изъяв,3-л,несов"
4247,смирны,смирна,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4248,улыбкой,улыбка,"S,жен,неод=твор,ед"
4249,Аминта,аминта,"S,имя,жен,од=им,ед"
4250,гнева,гнев,"S,муж,неод=род,ед"
4251,оставляет,оставлять,"V,пе=непрош,ед,изъяв,3-л,несов"
4252,усердный,усердный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4253,меньшая,меньшой,"A,полн=им,ед,жен"
4254,приложивши,прикладывать,"V,пе=прош,деепр,сов"
4255,знаки,знак,"S,муж,неод=(вин,мн|им,мн)"
4256,нею,она,"SPRO,ед,3-л,жен=твор"
4257,видят,видеть,"V,несов,пе=непрош,мн,изъяв,3-л"
4258,густого,густой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
4259,зеленой,зеленый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4260,утомленный,утомленный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4261,дорогой,дорогой,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4262,стрелы,стрела,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4263,перевязка,перевязка,"S,жен,неод=им,ед"
4264,здесь,здесь,ADVPRO=
4265,попало,попадать,"V,нп=прош,ед,изъяв,сред,сов"
4266,сестры,сестра,"S,жен,од=(род,ед|им,мн)"
4267,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4268,разрушим,разрушать,"V,пе=(мн,пов,1-л,сов|непрош,мн,изъяв,1-л,сов)"
4269,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4270,оружье,оружие,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4271,стрелами,стрела,"S,жен,неод=твор,мн"
4272,другие,другой,"APRO=(им,мн|вин,мн,неод)"
4273,безопасны,безопасный,"A=мн,кр"
4274,обманов,обман,"S,муж,неод=род,мн"
4275,стремится,стремиться,"V,несов,нп=непрош,ед,изъяв,3-л"
4276,Эроту,эрот,"S,имя,муж,од=дат,ед"
4277,внимая,внимать,"V,нп=непрош,деепр,несов"
4278,угрозам,угроза,"S,жен,неод=дат,мн"
4279,усердных,усердный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4280,руками,рука,"S,жен,неод=твор,мн"
4281,стрелы,стрела,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4282,старалась,стараться,"V,несов,нп=прош,ед,изъяв,жен"
4283,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4284,старанье,старание,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4285,целый,целый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4286,бросает,бросать,"V=непрош,ед,изъяв,3-л,несов,пе"
4287,надменным,надменный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4288,шагом,шаг,"S,муж,неод=твор,ед"
4289,страха,страх,"S,муж,неод=род,ед"
4290,будит,будить,"V,несов,пе=непрош,ед,изъяв,3-л"
4291,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4292,стрелы,стрела,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4293,дланью,длань,"S,жен,неод=твор,ед"
4294,ушедшей,уходить,"V,нп=(прош,пр,ед,прич,полн,жен,сов,действ|прош,дат,ед,прич,полн,жен,сов,действ|прош,род,ед,прич,полн,жен,сов,действ|прош,твор,ед,прич,полн,жен,сов,действ)"
4295,мщеньем,мщение,"S,сред,неод=твор,ед"
4296,Эроту,эрот,"S,имя,муж,од=дат,ед"
4297,подходит,подходить,"V,нп=непрош,ед,изъяв,3-л,несов"
4298,колена,колено,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4299,умоляет,умолять,"V,пе=непрош,ед,изъяв,3-л,несов"
4300,бога,бог,"S,муж,од=(вин,ед|род,ед)"
4301,злодейку,злодейка,"S,жен,од=вин,ед"
4302,взором,взор,"S,муж,неод=твор,ед"
4303,внимает,внимать,"V,нп=непрош,ед,изъяв,3-л,несов"
4304,взаимну,взаимн,"S,муж,неод=дат,ед"
4305,надменной,надменный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4306,согласится,соглашаться,"V,нп=непрош,ед,изъяв,3-л,сов"
4307,волю,воля,"S,жен,неод=вин,ед"
4308,согласен,согласный,"A=ед,кр,муж"
4309,подробно,подробно,ADV=
4310,участье,участие,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4311,должен,должный,"A=ед,кр,муж"
4312,начинаньи,начинание,"S,сред,неод=пр,ед"
4313,луком,лук,"S,муж,неод=твор,ед"
4314,ударил,ударять,"V,пе=прош,ед,изъяв,муж,сов"
4315,прелестный,прелестный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4316,предряхлым,предряхлый,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4317,старцем,старец,"S,муж,од=твор,ед"
4318,надежной,надежный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4319,утешает,утешать,"V,пе=непрош,ед,изъяв,3-л,несов"
4320,знаком,знак,"S,муж,неод=твор,ед"
4321,повелевает,повелевать,"V,несов,нп=непрош,ед,изъяв,3-л"
4322,стезею,стезя,"S,жен,неод=твор,ед"
4323,шагом,шаг,"S,муж,неод=твор,ед"
4324,место,место,"S,сред,неод=(вин,ед|им,ед)"
4325,младые,младой,"A=(вин,мн,полн,неод|им,мн,полн)"
4326,Аминта,аминта,"S,имя,жен,од=им,ед"
4327,звучной,звучный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4328,пляске,пляска,"S,жен,неод=(пр,ед|дат,ед)"
4329,звуком,звук,"S,муж,неод=твор,ед"
4330,привлеченны,привлеченный,"A=мн,кр"
4331,подруги,подруга,"S,жен,од=(род,ед|им,мн)"
4332,надменной,надменный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4333,пастухами,пастух,"S,муж,од=твор,мн"
4334,девы,дева,"S,жен,од=(род,ед|им,мн)"
4335,бежали,бежать,"V,нп=(прош,мн,изъяв,несов|прош,мн,изъяв,сов)"
4336,повелевает,повелевать,"V,несов,нп=непрош,ед,изъяв,3-л"
4337,остаться,оставаться,"V,нп=инф,сов"
4338,сердцем,сердце,"S,сред,неод=твор,ед"
4339,союзом,союз,"S,муж,неод=твор,ед"
4340,съединяет,съединять,"V,пе=непрош,ед,изъяв,3-л,несов"
4341,доколе,доколе,ADVPRO=
4342,ниспадшей,ниспадший,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4343,знаку,знак,"S,муж,неод=дат,ед"
4344,мною,я,"SPRO,ед,1-л=твор"
4345,улетаю,улетать,"V,нп=непрош,ед,изъяв,1-л,несов"
4346,веселой,веселый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4347,руку,рука,"S,жен,неод=вин,ед"
4348,пушистым,пушистый,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4349,исчезает,исчезать,"V,нп=непрош,ед,изъяв,3-л,несов"
4350,ходит,ходить,"V,несов,нп=непрош,ед,изъяв,3-л"
4351,Каллпроэ,каллпроэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4352,пускает,пускать,"V=непрош,ед,изъяв,3-л,несов,пе"
4353,лютых,лютый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4354,колчане,колчан,"S,муж,неод=пр,ед"
4355,сберегает,сберегать,"V=непрош,ед,изъяв,3-л,несов,пе"
4356,отмщенья,отмщение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4357,земнородным,земнородный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4358,презорство,презорство,"S,сред,неод=(вин,ед|им,ед)"
4359,власти,власть,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
4360,сердце,сердце,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4361,свирепой,свирепый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4362,подобной,подобный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4363,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4364,неподвижно,неподвижно,ADV=
4365,оживилась,оживляться,"V,нп=прош,ед,изъяв,жен,сов"
4366,пробудившись,пробуждаться,"V,нп=прош,деепр,сов"
4367,грозных,грозный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4368,ощутивши,ощущать,"V,пе=прош,деепр,сов"
4369,премену,премена,"S,жен,неод=вин,ед"
4370,сердце,сердце,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4371,ею,она,"SPRO,ед,3-л,жен=твор"
4372,чувства,чувство,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4373,душею,душа,"S,имя,жен,од=твор,ед"
4374,обладают,обладать,"V,несов,нп=непрош,мн,изъяв,3-л"
4375,беспокойстве,беспокойство,"S,сред,неод=пр,ед"
4376,повсюду,повсюду,ADV=
4377,встречает,встречать,"V,пе=непрош,ед,изъяв,3-л,несов"
4378,старца,старец,"S,муж,од=(вин,ед|род,ед)"
4379,друга,друг,"S,муж,од=(вин,ед|род,ед)"
4380,видит,видеть,"V,несов,пе=непрош,ед,изъяв,3-л"
4381,стремится,стремиться,"V,несов,нп=непрош,ед,изъяв,3-л"
4382,стыдливо,стыдливо,ADV=
4383,руку,рука,"S,жен,неод=вин,ед"
4384,морщины,морщина,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4385,хилость,хилость,"S,жен,неод=(вин,ед|им,ед)"
4386,слабо,слабо,ADV=
4387,обороняет,оборонять,"V,пе=непрош,ед,изъяв,3-л,несов"
4388,взорах,взор,"S,муж,неод=пр,мн"
4389,воспаленных,воспалять,"V,пе=(прош,пр,мн,прич,полн,сов,страд|прош,вин,мн,прич,полн,сов,страд,од|прош,род,мн,прич,полн,сов,страд)"
4390,сияет,сиять,"V,несов,нп=непрош,ед,изъяв,3-л"
4391,укоризной,укоризна,"S,жен,неод=твор,ед"
4392,указует,указывать,"V=устар,непрош,ед,изъяв,3-л,несов,пе"
4393,ланиты,ланита,"S,жен,неод=(вин,мн|род,ед|им,мн)"
4394,седые,седой,"A=(вин,мн,полн,неод|им,мн,полн)"
4395,умножает,умножать,"V,пе=непрош,ед,изъяв,3-л,несов"
4396,упорной,упорный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4397,Каллироэ,каллироэ,"S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
4398,своею,свой,"APRO=твор,ед,жен"
4399,страстью,страсть,"S,жен,неод=твор,ед"
4400,руками,рука,"S,жен,неод=твор,мн"
4401,лобызает,лобызать,"V,несов,пе=непрош,ед,изъяв,3-л"
4402,старца,старец,"S,муж,од=(вин,ед|род,ед)"
4403,надменной,надменный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4404,страстью,страсть,"S,жен,неод=твор,ед"
4405,свирели,свирель,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
4406,видит,видеть,"V,несов,пе=непрош,ед,изъяв,3-л"
4407,младые,младой,"A=(вин,мн,полн,неод|им,мн,полн)"
4408,Аминта,аминта,"S,имя,жен,од=им,ед"
4409,смеяся,смеясти,"V,несов,пе=непрош,деепр"
4410,старцу,старец,"S,муж,од=дат,ед"
4411,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4412,круглом,круглый,"A=(пр,ед,полн,муж|пр,ед,полн,сред)"
4413,цветами,цветок,"S,муж,неод=твор,мн"
4414,луком,лук,"S,муж,неод=твор,ед"
4415,пастушки,пастушка,"S,жен,од=(род,ед|им,мн)"
4416,мщенье,мщение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4417,указуя,указовать,"V,несов,нп=непрош,деепр"
4418,десницей,десница,"S,жен,неод=твор,ед"
4419,злодейку,злодейка,"S,жен,од=вин,ед"
4420,пораженцу,пораженец,"S,муж,од=дат,ед"
4421,злобно,злобно,ADV=
4422,девы,дева,"S,жен,од=(род,ед|им,мн)"
4423,умоляют,умолять,"V,пе=непрош,мн,изъяв,3-л,несов"
4424,наказаньем,наказание,"S,сред,неод=твор,ед"
4425,доволен,довольный,"A=ед,кр,муж"
4426,погрешность,погрешность,"S,жен,неод=(вин,ед|им,ед)"
4427,рожденну,рожденна,"S,жен,неод=вин,ед"
4428,проступок,проступок,"S,муж,неод=(вин,ед|им,ед)"
4429,предприятый,предприять,"V,сов,пе=(прош,вин,ед,прич,полн,муж,страд,неод|прош,им,ед,прич,полн,муж,страд)"
4430,слезами,слеза,"S,жен,неод=твор,мн"
4431,пастушек,пастушка,"S,жен,од=(вин,мн|род,мн)"
4432,старца,старец,"S,муж,од=(вин,ед|род,ед)"
4433,крылами,крыло,"S,сред,неод=твор,мн"
4434,младого,младой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
4435,старец,старец,"S,муж,од=им,ед"
4436,Аминтом,аминт,"S,муж,од=твор,ед"
4437,непонятна,непонятный,"A=ед,кр,жен"
4438,премена,премя,"S,сред,неод=(вин,мн|им,мн)"
4439,веселость,веселость,"S,жен,неод=(вин,ед|им,ед)"
4440,заменяет,заменять,"V,пе=непрош,ед,изъяв,3-л,несов"
4441,удивленье,удивление,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4442,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4443,слезами,слеза,"S,жен,неод=твор,мн"
4444,взаимну,взаимн,"S,муж,неод=дат,ед"
4445,обещает,обещать,"V,пе=(непрош,ед,изъяв,3-л,несов|непрош,ед,изъяв,3-л,сов)"
4446,великолепный,великолепный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4447,подъезжает,подъезжать,"V,нп=непрош,ед,изъяв,3-л,несов"
4448,камчатным,камчатный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4449,златыми,златой,"A=твор,мн,полн"
4450,богаты,богатый,"A=мн,кр"
4451,канатам,канат,"S,муж,неод=дат,мн"
4452,Эроту,эрот,"S,имя,муж,од=дат,ед"
4453,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4454,приличен,приличный,"A=ед,кр,муж"
4455,видно,видно,"ADV,вводн="
4456,надеясь,надеяться,"V,несов,нп=непрош,деепр"
4457,Зефиров,зефиров,"S,фам,муж,од=им,ед"
4458,отдыхает,отдыхать,"V,нп=непрош,ед,изъяв,3-л,несов"
4459,ложе,ложе,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4460,Владыка,владыка,"S,муж,од=им,ед"
4461,милый,милый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4462,радушным,радушный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4463,готовым,готовый,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4464,роща,роща,"S,жен,неод=им,ед"
4465,пещера,пещера,"S,жен,неод=им,ед"
4466,подвластны,подвластный,"A=мн,кр"
4467,весла,весло,"S,сред,неод=(вин,мн|род,ед|им,мн)"
4468,ветра,ветер,"S,муж,неод=(вин,мн|род,ед|им,мн)"
4469,направляет,направлять,"V,пе=непрош,ед,изъяв,3-л,несов"
4470,громко,громко,ADV=
4471,Эрота,эрот,"S,имя,муж,од=(вин,ед|род,ед)"
4472,любезный1, , 
4473,ложе,ложе,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4474,рукою,рука,"S,жен,неод=твор,ед"
4475,умильны,умильный,"A=мн,кр"
4476,долго,долго,ADV=
4477,открыты,открывать,"V=прош,мн,прич,кр,сов,страд"
4478,великолепный,великолепный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4479,безрассудно,безрассудно,ADV=
4480,девы,дева,"S,жен,од=(род,ед|им,мн)"
4481,пустился,пускаться,"V,нп=прош,ед,изъяв,муж,сов"
4482,злодеев,злодей,"S,муж,од=(вин,мн|род,мн)"
4483,богатство,богатство,"S,сред,неод=(вин,ед|им,ед)"
4484,били,бить,"V,несов,пе=прош,мн,изъяв"
4485,камчатных,камчатный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4486,весел,веселый,"A=ед,кр,муж"
4487,хочешь,хотеть,"V,несов,пе=непрош,ед,изъяв,2-л"
4488,морю,море,"S,сред,неод=дат,ед"
4489,жизни,жизнь,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
4490,приветный,приветный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
4491,мною,я,"SPRO,ед,1-л=твор"
4492,полезен,полезный,"A=ед,кр,муж"
4493,жребий,жребий,"S,муж,неод=(вин,ед|им,ед)"
4494,Зевса,зевс,"S,муж,од=(вин,ед|род,ед)"
4495,усердной,усердный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4496,песню,песня,"S,жен,неод=вин,ед"
4497,священной,священный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4498,обитель,обитель,"S,жен,неод=(вин,ед|им,ед)"
4499,избранной,избранный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4500,порою,пора,"S,жен,неод=твор,ед"
4501,Пинда,пинд,"S,муж,од=(вин,ед|род,ед)"
4502,Эллады,эллада,"S,гео,жен,неод=(вин,мн|род,ед|им,мн)"
4503,сизы,сизый,"A=мн,кр"
4504,Парнасса,парнасс,"S,имя,муж,од=(вин,ед|род,ед)"
4505,чудесных,чудесный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
4506,милее,милый,A=срав
4507,Геликона,геликон,"S,муж,неод=род,ед"
4508,долы,дол,"S,муж,неод=(вин,мн|им,мн)"
4509,виды,вид,"S,муж,неод=(вин,мн|им,мн)"
4510,ваш,ваш,"APRO=(вин,ед,муж,неод|им,ед,муж)"
4511,наше,наш,"APRO=(вин,ед,сред|им,ед,сред)"
4512,младому,младой,"A=(дат,ед,полн,муж|дат,ед,полн,сред)"
4513,Гезиоду,гезиод,"S,муж,неод=дат,ед"
4514,учили,учить,"V,несов,пе=прош,мн,изъяв"
4515,песне,песня,"S,жен,неод=(пр,ед|дат,ед)"
4516,ежедневно,ежедневно,ADV=
4517,слышна,слышный,"A=ед,кр,жен"
4518,зарею,заря,"S,жен,неод=твор,ед"
4519,роще,роща,"S,жен,неод=(пр,ед|дат,ед)"
4520,питомца,питомец,"S,муж,од=(вин,ед|род,ед)"
4521,таился,таиться,"V,несов,нп=прош,ед,изъяв,муж"
4522,помощь,помощь,"S,жен,неод=(вин,ед|им,ед)"
4523,душистой,душистый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
4524,росою,роса,"S,жен,неод=твор,ед"
4525,роза,роза,"S,жен,неод=им,ед"
4526,кудрями,кудри,"S,мн,неод=твор"
4527,девы,дева,"S,жен,од=(род,ед|им,мн)"
4528,солнце,солнце,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
4529,Геликоном,геликон,"S,муж,неод=твор,ед"
4530,окрестным,окрестный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
4531,любимых,любимый,"S,муж,од=(пр,мн|вин,мн|род,мн)"
4532,обрядов,обряд,"S,муж,неод=род,мн"
